Name_of_meal,MealIngredients,Snack (all types),Breakfast,Lunch,Dinner,Carbs,Protein,Calories,Meal Name,Dairy Free,Gluten Free,Pescatarian,Vegan,Vegetarian,Paleo,Meal Name.1,Soy,Milk,Dairy,Wheat,Shellfish,Peanuts,Treenuts,Eggs,Fish,Nuts,Meal Name.2,Milk.1,Butter,Cheese,Yogurt,Ice Cream,Whey,Apples,Oranges,Bananas,Cherries,Dates,Watermelons,Bread,Cereal,Rice,Pasta,Wheat.1,Oats,Sweet Potatoes,Beets,Spinach,Broccoli,Cauliflower,Brussel sprout,Beef,Chicken,Fish.1,Eggs.1,Cheese.1,Beans,Fat
"1 cup of white rice, Ground beef (4 oz), 1/2 cup of corn",,,,Yes,,60,23,652,"1 cup of white rice, Ground beef (4 oz), 1/2 cup of corn",0,0,1,1,1,1,"1 cup of white rice, Ground beef (4 oz), 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,"Hard Boiled Egg (2 eggs), RX Bar (1 bar), Dried Banana (2 oz)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.9
"1 cup of white rice, 4 slices of turkey, 1 pear",,,,Yes,,84,65,652,"1 cup of white rice, 4 slices of turkey, 1 pear",0,0,1,1,2,1,"1 cup of white rice, 4 slices of turkey, 1 pear",0,0,0,0,0,0,0,0,0,0,"1 chicken thigh, 3 tbsp of chia seeds, 1 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
"2 cups of brown rice, grilled chicken (4 oz), 2 cups of strawberries (~16 strawberries)",,,,Yes,,113,38,652,"2 cups of brown rice, grilled chicken (4 oz), 2 cups of strawberries (~16 strawberries)",0,0,1,1,1,1,"2 cups of brown rice, grilled chicken (4 oz), 2 cups of strawberries (~16 strawberries)",0,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Lo Mein Noodles (1/2 cup), Steamed Carrots (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.6
"2 cups of white rice, tuna (4 oz), 1 pear",,,,Yes,,114,41,653,"2 cups of white rice, tuna (4 oz), 1 pear",0,0,0,1,1,1,"2 cups of white rice, tuna (4 oz), 1 pear",0,0,0,0,0,0,0,0,1,0,"Ham and Cheese Sandwich (2 slices of white bread, 3 slices of ham, 1 slice of cheese, lettuce and tomatoes, 1 tbsp of mustard or light mayo), 2 cups of 2% milk, 15 grapes",2,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
"1 cup of white rice, 4 slices of turkey, 2 cups of strawberries (~16 strawberries)",,,,Yes,,82,66,654,"1 cup of white rice, 4 slices of turkey, 2 cups of strawberries (~16 strawberries)",0,0,1,1,2,1,"1 cup of white rice, 4 slices of turkey, 2 cups of strawberries (~16 strawberries)",0,0,0,0,0,0,0,0,0,0,"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Quinoa (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
"2 cups of quinoa, Salmon (4 oz), 1 plum",,,,Yes,,93,42,656,"2 cups of quinoa, Salmon (4 oz), 1 plum",0,0,0,1,2,1,"2 cups of quinoa, Salmon (4 oz), 1 plum",0,0,0,0,0,0,0,0,1,0,"1 Turkey and Cheese Sandwich (2 slices of whole wheat bread, 4 slices of turkey, 2 slices of cheese, veggies, 1 tbsp of mustard or light mayo), 1 cup of pretzels, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",1,0,1,0,0,1,1,0,1,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,10.9
"2 cups of brown rice, 1 cup of tofu, 1 peach",,,,Yes,,102,31,656,"2 cups of brown rice, 1 cup of tofu, 1 peach",0,0,0,0,0,2,"2 cups of brown rice, 1 cup of tofu, 1 peach",1,0,0,0,0,0,0,0,0,0,"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
"2 cups of white rice, roast beef (~3 slices), 1/2 cup of carrots",,,,Yes,,94,31,658,"2 cups of white rice, roast beef (~3 slices), 1/2 cup of carrots",0,0,1,2,3,1,"2 cups of white rice, roast beef (~3 slices), 1/2 cup of carrots",0,0,0,0,0,0,0,0,0,0,"2 cups of tofu, 1 cup of brown rice, 1 cup of berries",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
"2 cups of white rice, 1 cup of tofu, 1 cup of blackberries",,,,Yes,,107,30,658,"2 cups of white rice, 1 cup of tofu, 1 cup of blackberries",0,0,0,0,0,2,"2 cups of white rice, 1 cup of tofu, 1 cup of blackberries",1,0,0,0,0,0,0,0,0,0,"4 oz chicken breast with BBQ sauce (3 tsp), 1/2 cup of almonds (~46 almonds), 15 grapes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7
"1 cup of quinoa, Ground beef (4 oz), 1 cup of broccoli",,,,Yes,,53,28,660,"1 cup of quinoa, Ground beef (4 oz), 1 cup of broccoli",0,0,1,1,1,1,"1 cup of quinoa, Ground beef (4 oz), 1 cup of broccoli",0,0,0,0,0,0,0,0,0,0,"Hard Boiled Egg (2 eggs), Pecans (1/2 cup), Dates (2 dates)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0
"1 cup of white rice, 1 cup of tofu, 2 cups of peas",,,,Yes,,99,41,660,"1 cup of white rice, 1 cup of tofu, 2 cups of peas",0,0,0,0,0,2,"1 cup of white rice, 1 cup of tofu, 2 cups of peas",1,0,0,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Braised Collard Greens (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7
"2 cups of brown rice, roast beef (~3 slices), 1 cup of spinach",,,,Yes,,89,33,661,"2 cups of brown rice, roast beef (~3 slices), 1 cup of spinach",0,0,1,2,3,1,"2 cups of brown rice, roast beef (~3 slices), 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Peas and Carrots (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0
"1 cup of brown rice, 4 slices of turkey, 1 apple",,,,Yes,,83,66,662,"1 cup of brown rice, 4 slices of turkey, 1 apple",0,0,1,1,2,1,"1 cup of brown rice, 4 slices of turkey, 1 apple",0,0,0,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Peas and Carrots (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7
"2 cups of brown rice, tuna (4 oz), 1 cup of blueberries",,,,Yes,,109,43,662,"2 cups of brown rice, tuna (4 oz), 1 cup of blueberries",0,0,0,1,1,1,"2 cups of brown rice, tuna (4 oz), 1 cup of blueberries",0,0,0,0,0,0,0,0,1,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Sauteed Green Beans (1 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3.7
"1 cup of quinoa, Salmon (4 oz), 2 cups of peas",,,,Yes,,93,50,663,"1 cup of quinoa, Salmon (4 oz), 2 cups of peas",0,0,0,1,2,1,"1 cup of quinoa, Salmon (4 oz), 2 cups of peas",0,0,0,0,0,0,0,0,1,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Asparagus (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.1
"2 cups of white rice, 1 cup of tofu, 1/2 cup of peas",,,,Yes,,106,32,663,"2 cups of white rice, 1 cup of tofu, 1/2 cup of peas",0,0,0,0,0,2,"2 cups of white rice, 1 cup of tofu, 1/2 cup of peas",1,0,0,0,0,0,0,0,0,0,"Skirt steak (3 oz), 1/2 cup of almonds, 1 orange",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",,,,Yes,,115,27,663,"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",0,0,0,0,0,2,"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",1,0,0,0,0,0,0,0,0,0,"1 cup of ziti with roasted chicken (3 oz) and 1/2 cup of tomato sauce, side salad with a light dressing (3 tbsp), 1 cup of milk (1% or skim)",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7
"4 slices of roast beef, 1/2 cup of mixed nuts, 1 peach or plum",,,,Yes,,23,37,664,"4 slices of roast beef, 1/2 cup of mixed nuts, 1 peach or plum",0,0,1,2,3,0,"4 slices of roast beef, 1/2 cup of mixed nuts, 1 peach or plum",0,0,0,0,0,1,0,0,0,2,"2 slices of turkey, 1 cup of plain macaroni with 1 tbsp of butter or olive oil, 1 piece of fruit (banana, apple, pear), 1 cup of carrots with hummus (5 tbsp)",1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5
"2 cups of white rice, Ground turkey (3 oz), 1/2 cup of carrots",,,,Yes,,94,39,665,"2 cups of white rice, Ground turkey (3 oz), 1/2 cup of carrots",0,0,1,1,2,1,"2 cups of white rice, Ground turkey (3 oz), 1/2 cup of carrots",0,0,0,0,0,0,0,0,0,0,"Star Kist Tuna Pouch (1 pouch), Brazil nuts (1/2 cup), Pineapple Juice (1 cup)",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7
"2 cups of white rice, white fish (4 oz), 1 orange",,,,Yes,,104,37,665,"2 cups of white rice, white fish (4 oz), 1 orange",0,0,0,2,1,1,"2 cups of white rice, white fish (4 oz), 1 orange",0,0,0,0,0,0,0,0,1,0,"Caprese Sandwich (2 slices of French bread, 2 oz of mozzarella, 2 tbsp of balsamic vinaigrette, fresh basil, and tomato slices), Buttered Egg Noodles (1/2 cup), Sauteed Green Beans (1/2 cup)",2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.7
"2 cups of quinoa, grilled chicken (4 oz), 1 cup of blueberries",,,,Yes,,106,43,665,"2 cups of quinoa, grilled chicken (4 oz), 1 cup of blueberries",0,0,1,1,1,1,"2 cups of quinoa, grilled chicken (4 oz), 1 cup of blueberries",0,0,0,0,0,0,0,0,0,0,"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1 cup), Steamed Broccoli with Lemon (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.1
"1 cup of tofu, 1/2 cup of almonds (~46 almonds), 1 cup of berries",,,,Yes,,32,37,667,"1 cup of tofu, 1/2 cup of almonds (~46 almonds), 1 cup of berries",0,0,0,0,0,1,"1 cup of tofu, 1/2 cup of almonds (~46 almonds), 1 cup of berries",1,0,0,0,0,0,1,0,0,2,"4 oz chicken breast, 1 sweet potato, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear), 1 cup of milk (1% or skim)",1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29.6
"2 cups of brown rice, Ground turkey (3 oz), 1 cup of spinach",,,,Yes,,89,41,668,"2 cups of brown rice, Ground turkey (3 oz), 1 cup of spinach",0,0,1,1,2,1,"2 cups of brown rice, Ground turkey (3 oz), 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1/2 cup), Peas and Carrots (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.7
"2 cups of brown rice, 1 cup of tofu, 1 cup of cauliflower",,,,Yes,,103,34,668,"2 cups of brown rice, 1 cup of tofu, 1 cup of cauliflower",0,0,0,0,0,2,"2 cups of brown rice, 1 cup of tofu, 1 cup of cauliflower",1,0,0,0,0,0,0,0,0,0,"Turkey Sandwich on Whole Grain Bread (4 slices of turkey, 1 slice of cheese, 2 slices of bread, mixed veggies, 2 tbsp of mayo or mustard), 1 cup of skim milk",2,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.7
"Orzo (2 oz), 1 cup of tofu, 1/2 cup of raisins",,,,Yes,,113,29,668,"Orzo (2 oz), 1 cup of tofu, 1/2 cup of raisins",0,0,0,0,0,1,"Orzo (2 oz), 1 cup of tofu, 1/2 cup of raisins",1,0,0,0,0,0,0,0,0,0,"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Mashed Sweet Potatoes (1/2 cup), Roasted Vegetables (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11.1
"Orzo (2 oz), Ground beef (4 oz), 1 apple",,,,Yes,,67,24,671,"Orzo (2 oz), Ground beef (4 oz), 1 apple",0,0,1,1,1,0,"Orzo (2 oz), Ground beef (4 oz), 1 apple",0,0,0,0,0,0,0,0,0,0,"1 cup of spaghetti with 1/2 cup of tomato sauce, 2 cups of plain yogurt, and 1 piece of fruit (banana, apple, pear), 1 cup of milk (1% or skim)",2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
"1 cup of brown rice, 1 cup of tofu, 2 cups of peas",,,,Yes,,99,42,671,"1 cup of brown rice, 1 cup of tofu, 2 cups of peas",0,0,0,0,0,2,"1 cup of brown rice, 1 cup of tofu, 2 cups of peas",1,0,0,0,0,0,0,0,0,0,"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Boiled Potatoes (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.7
"1 cup of quinoa, Ground beef (4 oz), 1/2 cup of peas",,,,Yes,,55,28,672,"1 cup of quinoa, Ground beef (4 oz), 1/2 cup of peas",0,0,1,1,1,1,"1 cup of quinoa, Ground beef (4 oz), 1/2 cup of peas",0,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Braised Collard Greens (1 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.2
"1 cup of brown rice, 4 slices of turkey, 1 banana",,,,Yes,,85,66,672,"1 cup of brown rice, 4 slices of turkey, 1 banana",0,0,1,1,2,1,"1 cup of brown rice, 4 slices of turkey, 1 banana",0,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Yellow Rice (1/2 cup), Peas and Carrots (1 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.7
"1 cup of white rice, 1 cup of tofu, 1/2 cup of raisins",,,,Yes,,115,26,672,"1 cup of white rice, 1 cup of tofu, 1/2 cup of raisins",0,0,0,0,0,2,"1 cup of white rice, 1 cup of tofu, 1/2 cup of raisins",1,0,0,0,0,0,0,0,0,0,"Lean Steak (6 oz), 1 potato with margarine (1 tbsp), side salad with a light dressing (3 tbsp)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 1 cup of mixed veggies",,,,,,64,65,674,"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 1 cup of mixed veggies",0,0,1,1,1,1,"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 1 cup of mixed veggies",0,0,0,0,0,0,0,1,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Steamed Carrots (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.2
"1 cup of quinoa, Salmon (4 oz), 1/2 cup of raisins",,,,Yes,,109,35,675,"1 cup of quinoa, Salmon (4 oz), 1/2 cup of raisins",0,0,0,1,2,1,"1 cup of quinoa, Salmon (4 oz), 1/2 cup of raisins",0,0,0,0,0,0,0,0,1,0,"1 pear, Turkey Sandwich on Whole Grain Bread (4 slices of turkey, 1 slice of cheese, 2 slices of bread, mixed veggies, 2 tbsp of mayo or mustard)",1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11.2
"6 oz chicken breast with a light sauce or marinade, 1 cup of white rice, 1 cup of peas",,,,,,73,67,676,"6 oz chicken breast with a light sauce or marinade, 1 cup of white rice, 1 cup of peas",0,0,1,1,1,1,"6 oz chicken breast with a light sauce or marinade, 1 cup of white rice, 1 cup of peas",0,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Steamed Snow Peas (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8
"2 cups of white rice, 1 cup of tofu, 1 cup of blueberries",,,,Yes,,114,29,679,"2 cups of white rice, 1 cup of tofu, 1 cup of blueberries",0,0,0,0,0,2,"2 cups of white rice, 1 cup of tofu, 1 cup of blueberries",1,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Steamed Cauliflower (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.8
"2 cups of brown rice, roast beef (~3 slices), 1/2 cup of carrots",,,,Yes,,94,33,680,"2 cups of brown rice, roast beef (~3 slices), 1/2 cup of carrots",0,0,1,2,3,1,"2 cups of brown rice, roast beef (~3 slices), 1/2 cup of carrots",0,0,0,0,0,0,0,0,0,0,"1 1/2 cups of rigatoni with roasted chicken (4 oz) and lemon butter (1 1/2 tbsp of butter and 1/3 tsp of lemon zest), 1 cup of mixed vegetables",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.3
"2 cups of quinoa, tuna (4 oz), 1 cup of pineapple",,,,Yes,,104,49,681,"2 cups of quinoa, tuna (4 oz), 1 cup of pineapple",0,0,0,1,1,1,"2 cups of quinoa, tuna (4 oz), 1 cup of pineapple",0,0,0,0,0,0,0,0,1,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Eggplant (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,11.3
"1 cup of brown rice, steak (6 oz), 1 cup of spinach",,,,Yes,,45,48,682,"1 cup of brown rice, steak (6 oz), 1 cup of spinach",0,0,1,1,1,1,"1 cup of brown rice, steak (6 oz), 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Vegetables (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8
"2 cups of white rice, roast beef (~3 slices), 1 cup of cauliflower",,,,Yes,,98,34,682,"2 cups of white rice, roast beef (~3 slices), 1 cup of cauliflower",0,0,1,2,3,1,"2 cups of white rice, roast beef (~3 slices), 1 cup of cauliflower",0,0,0,0,0,0,0,0,0,0,"Ground beef (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of mixed veggies",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11.4
"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",,,,Yes,,115,27,683,"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",0,0,0,0,0,2,"1 cup of brown rice, 1 cup of tofu, 1/2 cup of raisins",1,0,0,0,0,0,0,0,0,0,"Tuna Sandwich (2 slices of white bread, 3/4 cup of tuna salad), small caesar salad (with 1 tbsp of dressing)",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 2 cups of spinach",,,,,,66,72,686,"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 2 cups of spinach",0,0,1,1,1,1,"6 oz chicken breast with a light sauce or marinade, 2 cups of plain quinoa, 2 cups of spinach",0,0,0,0,0,0,0,0,0,0,Tomato and Avocado Sandwich with Mayo on Multigrain Bread,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
"2 cups of brown rice, roast beef (~3 slices), 1 plum",,,,Yes,,96,33,686,"2 cups of brown rice, roast beef (~3 slices), 1 plum",0,0,1,2,3,1,"2 cups of brown rice, roast beef (~3 slices), 1 plum",0,0,0,0,0,0,0,0,0,0,"1 chicken breast (4 oz.), 1 cup of brown rice, and 1 cup of carrots with hummus (5 tbsp), 1 cup of milk (1% or skim)",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.4
"1 cup of tofu, 2 cups of brown rice, 1 cup of berries",,,,Yes,,108,32,686,"1 cup of tofu, 2 cups of brown rice, 1 cup of berries",0,0,0,0,0,2,"1 cup of tofu, 2 cups of brown rice, 1 cup of berries",1,0,0,0,0,0,0,0,0,0,"2 cups of pasta with 1 cup of tomato sauce, and 1 cup of carrots with hummus (5 tbsp), 1 cup of milk (1% or skim)",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8
"2 cups of quinoa, grilled chicken (4 oz), 1 banana",,,,Yes,,112,43,687,"2 cups of quinoa, grilled chicken (4 oz), 1 banana",0,0,1,1,1,1,"2 cups of quinoa, grilled chicken (4 oz), 1 banana",0,0,0,0,0,0,0,0,0,0,"P3 Protein Packs (1 pack), Brazil nuts (1/2 cup), Raspberries (1 Cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
"2 cups of white rice, Ground turkey (3 oz), 1 cup of cauliflower",,,,Yes,,98,42,689,"2 cups of white rice, Ground turkey (3 oz), 1 cup of cauliflower",0,0,1,1,2,1,"2 cups of white rice, Ground turkey (3 oz), 1 cup of cauliflower",0,0,0,0,0,0,0,0,0,0,"P3 Protein Packs (1 pack), Brazil nuts (1/2 cup), Cantaloupe (1 Cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"1 cup of white rice, steak (6 oz), 1/2 cup of carrots",,,,Yes,,50,47,690,"1 cup of white rice, steak (6 oz), 1/2 cup of carrots",0,0,1,1,1,1,"1 cup of white rice, steak (6 oz), 1/2 cup of carrots",0,0,0,0,0,0,0,0,0,0,"Greek Yogurt (8oz), Pecans (1/2 cup), 1 mango",1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"1 cup of white rice, Ground beef (4 oz), 1 cup of grapes",,,,Yes,,73,21,690,"1 cup of white rice, Ground beef (4 oz), 1 cup of grapes",0,0,1,1,1,1,"1 cup of white rice, Ground beef (4 oz), 1 cup of grapes",0,0,0,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Yellow Rice (1/2 cup), Grilled Squash (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5
"2 cups of brown rice, roast beef (~3 slices), 1 peach",,,,Yes,,97,33,692,"2 cups of brown rice, roast beef (~3 slices), 1 peach",0,0,1,2,3,1,"2 cups of brown rice, roast beef (~3 slices), 1 peach",0,0,0,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Grilled Squash (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5
"2 cups of brown rice, white fish (4 oz), 1/2 cup of peas",,,,Yes,,101,42,692,"2 cups of brown rice, white fish (4 oz), 1/2 cup of peas",0,0,0,2,1,1,"2 cups of brown rice, white fish (4 oz), 1/2 cup of peas",0,0,0,0,0,0,0,0,1,0,"Rotisserie Chicken (1/4 chicken), Brown Rice (1/2 cup), Grilled Squash (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8
